                              GENEMARK PREDICTIONS

Sequence: AD-820-E17_NODE_1_length_88502_cov_101.2_ID_1
Sequence file: seq.fna
Sequence length: 702326
GC Content:  34.52%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: Heuristic, GC = 34
Matrix author: Borodovsky Laboratory - Georgia Tech, School of Biology, Atlanta, GA, USA
Matrix order: 2

List of Open reading frames predicted as CDSs, shown with alternate starts
(regions from start to stop codon w/ coding function >0.50)

Left      Right     DNA         Coding Avg   Start
   132574    134070  direct      fr 1
   134110    134700  direct      fr 1
   134725    135531  complement  fr 3
   135626    138283  complement  fr 1
   138354    138848  complement  fr 2
   138846    139730  complement  fr 2
   139815    140183  complement  fr 2
   140537    141565  direct      fr 2
   141172    141417  complement  fr 3
   141541    143895  direct      fr 1
   143889    145172  direct      fr 3
   143888    144214  complement  fr 1
   144509    144724  complement  fr 1
   145165    146043  direct      fr 1
   146156    147817  direct      fr 2
   147805    148308  direct      fr 1
   148245    149894  direct      fr 3
   149931    150374  direct      fr 3
   149948    151657  complement  fr 1
   151642    152796  complement  fr 3
   152861    153244  direct      fr 2
   153208    153687  direct      fr 1
   153740    155170  complement  fr 1
   155168    156547  complement  fr 1
   156273    156554  complement  fr 2
   156559    157791  complement  fr 3
   157761    158345  complement  fr 2
   158318    158662  complement  fr 1
   158664    159119  complement  fr 2
   159117    159815  complement  fr 2
   159781    160593  complement  fr 3
   160591    161451  complement  fr 3
   161376    161894  direct      fr 3
   161857    162813  direct      fr 1
   162875    163627  direct      fr 2
   163698    164741  complement  fr 2
   164666    165970  direct      fr 2
   165912    166298  direct      fr 3
   166252    166791  direct      fr 1
   166844    167026  direct      fr 2
   167018    167716  complement  fr 1
   167202    167435  direct      fr 3
   167714    169606  complement  fr 1
   169701    170543  direct      fr 3
   170562    171356  direct      fr 3
   171558    172085  direct      fr 3
   172033    173523  direct      fr 1
   173677    174201  direct      fr 1
   174174    175268  direct      fr 3
   175266    175517  direct      fr 3
   175487    175858  direct      fr 2
   175825    176694  direct      fr 1
   176749    177237  direct      fr 1
   177192    177380  direct      fr 3
   177575    178261  direct      fr 2
   178254    179606  direct      fr 3
   179641    179970  complement  fr 3
   180066    181343  complement  fr 2
   181345    181860  direct      fr 1
   182101    182838  complement  fr 3
   182855    183181  direct      fr 2
   183234    183416  complement  fr 2
   183596    184780  direct      fr 2
   184808    185512  direct      fr 2
   185558    186136  complement  fr 1
   186127    187899  complement  fr 3
   187982    188785  direct      fr 2
   188707    188946  complement  fr 3
   188807    189973  complement  fr 1
   189295    189483  direct      fr 1
   190117    191004  direct      fr 1
   191283    192410  complement  fr 2
   192444    193013  complement  fr 2
   193105    194826  direct      fr 1
   194872    195030  complement  fr 3
   194891    196672  direct      fr 2
   196685    197008  complement  fr 1
   197006    197650  complement  fr 1
   197674    198597  direct      fr 1
   198633    199853  complement  fr 2
   199813    200955  complement  fr 3
   200961    201167  complement  fr 2
   201166    202113  direct      fr 1
   202071    203504  direct      fr 3
   203519    204202  direct      fr 2
   204172    204786  direct      fr 1
   204707    205594  direct      fr 2
   205598    206545  complement  fr 1
   206550    207770  complement  fr 2
   206971    207528  direct      fr 1
   207881    208156  complement  fr 1
   208229    209071  complement  fr 1
   208999    210501  complement  fr 3
   210715    211878  direct      fr 1
   211860    213080  direct      fr 3
   213065    213634  direct      fr 2
   213616    214221  direct      fr 1
   214288    214470  complement  fr 3
   214631    214933  complement  fr 1
   214873    215061  complement  fr 3
   215082    215441  complement  fr 2
   215455    215811  complement  fr 3
   215543    215797  direct      fr 2
   215862    216281  complement  fr 2
   216232    217047  complement  fr 3
   217053    217400  complement  fr 2
   217993    218298  complement  fr 3
   218335    218736  direct      fr 1
   218773    220116  complement  fr 3
   219962    220117  direct      fr 2
   220083    221588  complement  fr 2
   220990    221361  direct      fr 1
   221516    223381  complement  fr 1
   223363    223692  complement  fr 3
   223655    224149  complement  fr 1
   224125    224865  complement  fr 3
   224673    225650  complement  fr 2
   225640    227328  complement  fr 3
   227283    227771  complement  fr 2
   227740    228135  complement  fr 3
   228344    228589  direct      fr 2
   228723    228962  direct      fr 3
   228960    229187  direct      fr 3
   229696    230070  complement  fr 3
   230068    230775  complement  fr 3
   230844    231947  direct      fr 3
   231924    232298  complement  fr 2
   232332    233051  direct      fr 3
   233074    233406  complement  fr 3
   233366    234013  complement  fr 1
   234117    234950  direct      fr 3
   234948    235808  direct      fr 3
   235903    236595  complement  fr 3
   236726    239311  direct      fr 2
   239542    240756  direct      fr 1
   240701    241894  direct      fr 2
   241810    242466  direct      fr 1
   242424    243461  direct      fr 3
   243449    244627  direct      fr 2
   244606    245670  direct      fr 1
   245668    246579  direct      fr 1
   246573    247280  direct      fr 3
   247258    248040  direct      fr 1
   248054    248812  direct      fr 2
   248797    249411  direct      fr 1
   249402    250634  direct      fr 3
   250640    251188  direct      fr 2
   251143    252714  direct      fr 1
   252708    254546  direct      fr 3
   254518    255207  direct      fr 1
   255176    255775  direct      fr 2
   255773    256906  direct      fr 2
   256900    257889  direct      fr 1
   257871    258686  direct      fr 3
   258695    259504  direct      fr 2
   259476    259679  complement  fr 2
   259480    260334  direct      fr 1
   260325    261473  direct      fr 3
   261471    262349  direct      fr 3
   262425    262679  direct      fr 3
   262688    263740  direct      fr 2
   263731    264300  direct      fr 1
   264298    265347  direct      fr 1
   265308    266081  direct      fr 3
   266062    267528  direct      fr 1
   267534    271310  direct      fr 3
   271279    272091  direct      fr 1
   272078    272239  complement  fr 1
   272266    273342  direct      fr 1
   273282    273821  direct      fr 3
   273788    275101  direct      fr 2
   273854    274033  complement  fr 1
   273967    274269  complement  fr 3
   274387    274926  complement  fr 3
   275099    275608  direct      fr 2
   275664    275810  complement  fr 2
   275946    276800  direct      fr 3
   276787    278067  direct      fr 1
   277662    277973  complement  fr 2
   278046    279920  direct      fr 3
   279905    280756  direct      fr 2
   280758    281045  complement  fr 2
   280790    282847  direct      fr 2
   282865    283848  complement  fr 3
   283835    284530  complement  fr 1
   284488    285435  complement  fr 3
   285416    286510  complement  fr 1
   286491    288062  complement  fr 2
   286585    286767  direct      fr 1
   287746    287889  direct      fr 1
   287960    289666  complement  fr 1
   289763    292123  direct      fr 2
   292126    292698  complement  fr 3
   292558    292794  direct      fr 1
   292757    293194  direct      fr 2
   293191    293586  complement  fr 3
   293373    293525  complement  fr 2
   293547    294692  complement  fr 2
   294670    296328  complement  fr 3
   294924    295373  direct      fr 3
   296241    297155  complement  fr 2
   297153    297707  complement  fr 2
   297679    298221  direct      fr 1
   298226    299191  direct      fr 2
   299334    301232  complement  fr 2
   301215    301502  direct      fr 3
   301347    301928  complement  fr 2
   302066    304639  direct      fr 2
   304672    305844  complement  fr 3
   305808    306272  complement  fr 2
   306233    308122  complement  fr 1
   306380    306607  direct      fr 2
   308172    308831  complement  fr 2
   308756    310552  complement  fr 1
   310591    311592  complement  fr 3
   311595    312077  complement  fr 2
   312076    313203  direct      fr 1
   313207    313959  complement  fr 3
   314599    314817  complement  fr 3
   314889    316004  complement  fr 2
   316169    317422  complement  fr 1
   317493    317681  direct      fr 3
   317492    319264  complement  fr 1
   318105    318275  direct      fr 3
   319298    320047  complement  fr 1
   320045    321415  complement  fr 1
   321400    321840  direct      fr 1
   321555    321725  complement  fr 2
   321803    322942  direct      fr 2
   323144    323530  direct      fr 2
   323493    324356  direct      fr 3
   324386    326428  complement  fr 1
   326415    327509  complement  fr 2
   327470    327916  complement  fr 1
   327874    328878  complement  fr 3
   328910    329128  complement  fr 1
   328935    331223  complement  fr 2
   330685    330885  direct      fr 1
   331362    331781  complement  fr 2
   331885    334095  complement  fr 3
   332213    332392  direct      fr 2
   332573    332770  direct      fr 2
   333350    333550  direct      fr 2
   334131    334847  complement  fr 2
   334817    335953  complement  fr 1
   335982    336956  direct      fr 3
   336874    338274  direct      fr 1
   338283    339455  direct      fr 3
   339433    340119  direct      fr 1
   340088    340918  direct      fr 2
   340903    342141  direct      fr 1
   342194    343681  direct      fr 2
   343712    344023  complement  fr 1
   344090    344890  complement  fr 1
   345072    346271  direct      fr 3
   346225    347106  direct      fr 1
   347177    347542  direct      fr 2
   347506    348273  direct      fr 1
   348282    350024  complement  fr 2
   349938    350624  direct      fr 3
   350731    351549  direct      fr 1
   351632    352870  direct      fr 2
   352854    353681  direct      fr 3
   353135    353512  complement  fr 1
   353665    354255  direct      fr 1
   354234    354746  direct      fr 3
   354707    355264  direct      fr 2
   355240    355731  direct      fr 1
   355716    356351  direct      fr 3
   356302    356802  direct      fr 1
   357194    359002  direct      fr 2
   359030    359968  complement  fr 1
   359097    359549  direct      fr 3
   359959    360405  complement  fr 3
   360461    360700  complement  fr 1
   360739    361431  direct      fr 1
   361397    362095  direct      fr 2
   362119    363264  complement  fr 3
   363275    364303  complement  fr 1
   364276    366222  complement  fr 3
   366416    367264  complement  fr 1
   367262    367771  complement  fr 1
   367865    368377  direct      fr 2
   368372    368692  complement  fr 1
   368653    369999  complement  fr 3
   370231    370782  complement  fr 3
   370956    371171  complement  fr 2
   371162    371317  complement  fr 1
   371545    371712  complement  fr 3
   371745    371999  complement  fr 2
   371797    372153  direct      fr 1
   372176    372544  complement  fr 1
   372577    372882  direct      fr 1
   372765    373082  direct      fr 3
   373543    374184  direct      fr 1
   374244    374816  complement  fr 2
   374814    375698  complement  fr 2
   375673    376833  complement  fr 3
   376827    377180  complement  fr 2
   377217    377513  complement  fr 2
   377511    378104  complement  fr 2
   377824    381030  direct      fr 1
   378930    379106  complement  fr 2
   379104    379445  complement  fr 2
   380520    380681  complement  fr 2
   381073    382440  direct      fr 1
   382476    382727  direct      fr 3
   382685    384862  direct      fr 2
   384915    386498  direct      fr 3
   386555    387229  direct      fr 2
   387230    388513  direct      fr 2
   388511    389971  direct      fr 2
   390019    390432  complement  fr 3
   390344    390904  complement  fr 1
   390919    391959  direct      fr 1
   391923    393170  direct      fr 3
   393168    393881  direct      fr 3
   393929    394420  complement  fr 1
   394451    395758  direct      fr 2
   395884    396882  direct      fr 1
   395910    396086  complement  fr 2
   396111    396311  complement  fr 2
   397002    398150  complement  fr 2
   398124    398297  direct      fr 3
   398310    398561  direct      fr 3
   398559    399872  direct      fr 3
   399862    400488  direct      fr 1
   400050    400214  complement  fr 2
   400457    400933  direct      fr 2
   400869    401750  direct      fr 3
   401748    402797  direct      fr 3
   402770    403357  direct      fr 2
   403094    403276  complement  fr 1
   403317    403916  direct      fr 3
   403897    404409  complement  fr 3
   404207    405451  direct      fr 2
   405396    406061  direct      fr 3
   406075    406551  direct      fr 1
   406570    406938  direct      fr 1
   406779    407087  complement  fr 2
   406936    407706  direct      fr 1
   407704    409476  direct      fr 1
   409575    411074  direct      fr 3
   411072    411989  direct      fr 3
   411941    412360  direct      fr 2
   412333    412788  direct      fr 1
   412757    413743  direct      fr 2
   413746    414225  direct      fr 1
   414264    414635  direct      fr 3
   414546    414755  complement  fr 2
   414666    418268  direct      fr 3
   418217    419740  direct      fr 2
   419840    421171  direct      fr 2
   421252    423309  direct      fr 1
   423507    424295  complement  fr 2
   424378    425010  direct      fr 1
   425160    426413  direct      fr 3
   426463    427185  complement  fr 3
   427307    427714  direct      fr 2
   427804    428046  complement  fr 3
   428163    428840  direct      fr 3
   429025    430428  complement  fr 3
   430471    432132  complement  fr 3
   432105    432755  complement  fr 2
   432798    433547  direct      fr 3
   433545    434351  direct      fr 3
   434303    434983  direct      fr 2
   434981    435400  direct      fr 2
   435324    435629  direct      fr 3
   435653    436165  direct      fr 2
   436131    437156  direct      fr 3
   436532    436756  complement  fr 1
   437140    437883  direct      fr 1
   437881    438828  direct      fr 1
   438821    441229  direct      fr 2
   441211    441726  direct      fr 1
   441727    442860  direct      fr 1
   442835    443593  direct      fr 2
   443597    444568  direct      fr 2
   444566    445168  direct      fr 2
   445162    446448  direct      fr 1
   446584    447708  direct      fr 1
   447677    449539  direct      fr 2
   449530    450414  direct      fr 1
   450303    450821  direct      fr 3
   450823    451281  complement  fr 3
   451256    451540  complement  fr 1
   451528    451926  complement  fr 3
   451949    452404  complement  fr 1
   452402    453358  complement  fr 1
   453349    453852  complement  fr 3
   453846    454532  complement  fr 2
   454504    455091  complement  fr 3
   455130    456458  direct      fr 3
   456708    456974  direct      fr 3
   457290    457607  direct      fr 3
   457827    458126  complement  fr 2
   458099    458800  complement  fr 1
   458295    458678  direct      fr 3
   459007    459432  direct      fr 1
   459430    459975  direct      fr 1
   459984    461672  direct      fr 3
   460886    461200  complement  fr 1
   461676    463031  complement  fr 2
   463036    464211  complement  fr 3
   464189    464833  complement  fr 1
   464793    465380  complement  fr 2
   465417    466631  complement  fr 2
   466629    467147  complement  fr 2
   467146    468240  direct      fr 1
   468268    468720  direct      fr 1
   468695    469513  direct      fr 2
   469494    470534  direct      fr 3
   470670    471863  direct      fr 3
   471883    472773  complement  fr 3
   472653    473696  complement  fr 2
   473774    474055  direct      fr 2
   474115    474351  complement  fr 3
   474497    474934  direct      fr 2
   474952    475509  direct      fr 1
   475513    475797  direct      fr 1
   476119    476718  direct      fr 1
   476658    477797  direct      fr 3
   477755    478888  direct      fr 2
   478886    480613  direct      fr 2
   480607    481641  direct      fr 1
   481623    482441  direct      fr 3
   482464    484287  direct      fr 1
   484279    485025  complement  fr 3
   485024    487135  direct      fr 2
   487108    488316  direct      fr 1
   488301    488546  direct      fr 3
   488534    488974  direct      fr 2
   488946    489167  complement  fr 2
   489144    489893  direct      fr 3
   489891    490463  direct      fr 3
   490473    490886  complement  fr 2
   490831    491535  complement  fr 3
   491507    492646  complement  fr 1
   492607    492819  complement  fr 3
   492732    494507  direct      fr 3
   494600    495298  direct      fr 2
   495326    496066  complement  fr 1
   496097    497278  complement  fr 1
   497237    498070  direct      fr 2
   498047    499882  complement  fr 1
   499897    500214  complement  fr 3
   500225    500725  complement  fr 1
   500729    501181  complement  fr 1
   501337    501831  direct      fr 1
   501958    502485  direct      fr 1
   502483    504348  direct      fr 1
   503446    503700  complement  fr 3
   504349    505263  complement  fr 3
   505091    505726  direct      fr 2
   505724    507103  direct      fr 2
   506785    507039  complement  fr 3
   507100    507291  complement  fr 3
   507188    507613  direct      fr 2
   507487    507657  complement  fr 3
   507624    508766  direct      fr 3
   508770    509810  direct      fr 3
   509801    510331  direct      fr 2
   510353    511405  direct      fr 2
   511403    512404  direct      fr 2
   512731    514089  complement  fr 3
   514183    516981  complement  fr 3
   517047    518162  direct      fr 3
   518524    518721  direct      fr 1
   519411    519722  direct      fr 3
   519677    520183  direct      fr 2
   520260    520514  direct      fr 3
   520429    521610  complement  fr 3
   521039    521308  direct      fr 2
   521306    521665  direct      fr 2
   521574    522449  complement  fr 2
   522427    523329  complement  fr 3
   522545    523102  direct      fr 2
   523286    524029  complement  fr 1
   523644    523838  direct      fr 3
   524011    525579  complement  fr 3
   525062    525352  direct      fr 2
   525577    527040  complement  fr 3
   527098    528516  complement  fr 3
   528645    528914  complement  fr 2
   528664    528933  direct      fr 1
   528917    529618  complement  fr 1
   529697    530803  complement  fr 1
   530725    531585  complement  fr 3
   531536    532309  complement  fr 1
   532243    536493  complement  fr 3
   533492    533923  direct      fr 2
   534965    535147  direct      fr 2
   536249    536494  direct      fr 2
   536662    537267  complement  fr 3
   537295    539118  complement  fr 3
   539116    540360  complement  fr 3
   540480    541814  direct      fr 3
   541866    542393  complement  fr 2
   542378    544210  complement  fr 1
   544208    545944  complement  fr 1
   546200    546475  complement  fr 1
   546561    546782  complement  fr 2
   546896    547201  direct      fr 2
   547179    548435  direct      fr 3
   547553    547882  complement  fr 1
   548526    549971  direct      fr 3
   549316    549504  direct      fr 1
   549953    550714  direct      fr 2
   550675    551853  direct      fr 1
   551851    552288  direct      fr 1
   552270    552611  direct      fr 3
   552762    553142  direct      fr 3
   553140    554387  direct      fr 3
   554381    554704  direct      fr 2
   554722    555072  complement  fr 3
   555015    555176  complement  fr 2
   555170    555574  complement  fr 1
   555568    556623  complement  fr 3
   556677    557339  direct      fr 3
   557333    557716  direct      fr 2
   557713    558936  complement  fr 3
   558926    559855  complement  fr 1
   560106    561131  complement  fr 2
   561136    566985  complement  fr 3
   566961    567290  complement  fr 2
   567185    569050  complement  fr 1
   569023    570270  complement  fr 3
   570255    571031  complement  fr 2
   571029    571703  complement  fr 2
   571555    573237  direct      fr 1
   573585    573959  direct      fr 3
   573957    574703  direct      fr 3
   574690    576216  direct      fr 1
   576214    577404  direct      fr 1
   577380    578525  direct      fr 3
   578506    579978  direct      fr 1
   579963    580607  direct      fr 3
   580608    582533  direct      fr 3
   583074    583745  direct      fr 3
   583712    584893  direct      fr 2
   585059    586594  direct      fr 2
   586592    587302  direct      fr 2
   587303    587518  direct      fr 2
   587516    588445  direct      fr 2
   588435    588665  direct      fr 3
   588824    591214  complement  fr 1
   591382    591540  complement  fr 3
   591453    592448  complement  fr 2
   592493    594640  complement  fr 1
   594646    596052  complement  fr 3
   596436    597605  direct      fr 3
   597895    598830  direct      fr 1
   598967    599176  direct      fr 2
   599155    599604  direct      fr 1
   599573    601033  direct      fr 2
   601441    601866  complement  fr 3
   602005    602310  complement  fr 3
   602334    602606  complement  fr 2
   602389    604161  direct      fr 1
   604271    604465  complement  fr 1
   604511    605038  complement  fr 1
   605102    605605  direct      fr 2
   605607    606452  complement  fr 2
   606434    607747  complement  fr 1
   607720    609099  complement  fr 3
   609240    610979  complement  fr 2
   610960    612951  complement  fr 3
   612984    613916  direct      fr 3
   613315    613533  direct      fr 1
   613984    614313  complement  fr 3
   614271    614789  complement  fr 2
   614787    616550  complement  fr 2
   616642    617907  complement  fr 3
   617943    618776  direct      fr 3
   618782    619861  direct      fr 2
   619864    620691  direct      fr 1
   620716    621327  complement  fr 3
   621382    622584  complement  fr 3
   622628    623158  complement  fr 1
   623156    623587  complement  fr 1
   623585    624859  complement  fr 1
   624857    625708  complement  fr 1
   625757    626908  complement  fr 1
   626943    627740  direct      fr 3
   627152    627550  complement  fr 1
   627777    628334  complement  fr 2
   628313    628807  complement  fr 1
   628614    628886  direct      fr 3
   628821    630182  complement  fr 2
   630013    630207  direct      fr 1
   630199    631047  complement  fr 3
   631001    632845  complement  fr 1
   631995    632186  direct      fr 3
   632934    634715  direct      fr 3
   634808    635086  direct      fr 2
   635071    636069  direct      fr 1
   636036    636473  direct      fr 3
   636427    637089  direct      fr 1
   637087    637500  direct      fr 1
   637739    638113  complement  fr 1
   637962    638114  direct      fr 3
   638195    639472  direct      fr 2
   639429    640145  direct      fr 3
   640148    640318  complement  fr 1
   640452    643130  complement  fr 2
   643131    643967  complement  fr 2
   643750    644019  direct      fr 1
   643954    645309  complement  fr 3
   645381    647723  complement  fr 2
   647773    649059  direct      fr 1
   648681    649046  complement  fr 2
   649057    649815  direct      fr 1
   649869    651404  complement  fr 2
   649958    650143  direct      fr 2
   651422    652981  complement  fr 1
   652714    653730  direct      fr 1
   653732    654082  complement  fr 1
   654087    654269  direct      fr 3
   654238    655275  direct      fr 1
   655283    656041  complement  fr 1
   656084    657283  complement  fr 1
   657421    657831  complement  fr 3
   658068    659042  complement  fr 2
   659047    661185  complement  fr 3
   661304    661765  complement  fr 1
   661743    661988  complement  fr 2
   662076    663113  complement  fr 2
   662999    664891  direct      fr 2
   664870    665259  direct      fr 1
   665238    665708  direct      fr 3
   665699    666721  direct      fr 2
   665965    666582  complement  fr 3
   666705    667439  direct      fr 3
   667437    667790  direct      fr 3
   667691    668257  complement  fr 1
   668227    668886  complement  fr 3
   668867    669754  complement  fr 1
   669797    670519  complement  fr 1
   670468    671001  direct      fr 1
   671049    671633  complement  fr 2
   671642    671947  complement  fr 1
   671990    672340  complement  fr 1
   672378    674873  complement  fr 2
   675102    676415  direct      fr 3
   676562    676813  direct      fr 2
   676746    677906  direct      fr 3
   677904    679730  direct      fr 3
   679837    680532  direct      fr 1
   680681    681178  direct      fr 2
   681329    682456  direct      fr 2
   682493    683443  complement  fr 1
   683480    683932  complement  fr 1
   683930    684661  complement  fr 1
   684704    687640  complement  fr 1
   687887    689716  direct      fr 2
   688558    688881  complement  fr 3
   689707    689943  direct      fr 1
   690003    690302  complement  fr 2
   690376    691410  direct      fr 1
   691408    692541  direct      fr 1
   692507    694063  direct      fr 2
   694120    694707  complement  fr 3
   694694    696424  complement  fr 1
   696445    697125  direct      fr 1
   697123    697644  direct      fr 1
   697642    698130  direct      fr 1
   698105    699448  direct      fr 2
   699445    699804  complement  fr 3
   699839    699991  complement  fr 1
   700270    701013  direct      fr 1
   701127    701381  complement  fr 2
   701379    702266  complement  fr 2

POSSIBLE SEQUENCE FRAMESHIFTS DETECTED
 From   To
 Frame  Frame  At base...
 -----  -----  ----------
   1      2       142968 +/- 11 bp  (direct)
   1      3       188892 +/- 11 bp  (complement)
   1      2       297888 +/- 11 bp  (direct)
   2      1       329040 +/- 11 bp  (complement)
   1      3       372804 +/- 11 bp  (direct)
   1      3       450336 +/- 11 bp  (direct)
   1      2       459216 +/- 11 bp  (direct)
   2      3       472704 +/- 11 bp  (complement)
   3      1       549372 +/- 11 bp  (direct)
   3      1       613368 +/- 11 bp  (direct)


--------------------
ABOUT THE MATRIX USED:



For details on the model building procedure see:
   Besemer J. and Borodovsky M.
   "Heuristic approach to deriving models for gene finding"
   NAR, 1999, Vol. 27, No. 19, pp. 3911-3920

